job_post_id,client_id,job_title,job_description,project_type,project_scope,experience_level,status,domain
650d5cb0-cbef-439c-a2a5-2c1c0064d849,2f6da65d-9dd5-4a75-bfd1-27375a673c0c,Mobile Development Engineer,"Open contract: Mobile work suited to a expert contributor. Core work: Build a habit-tracking app with streaks, reminders, and Apple/Google Health sync. Secondary tasks may include create a banking transaction-history app with biometric login and offline view. Delivery is in two-week iterations with a demo at the end of each cycle.",team,medium,expert,closed,mobile
3713d589-2550-4cad-9fb2-d42c9aff6f7a,dd6d1fe9-e8fb-4866-96c5-efea96f6aa7a,Smart Contract Development Specialist,Seeking a Blockchain specialist (level: intermediate) for a 4–12 week engagement. Core work: Create a DAO governance module with weighted voting and on-chain proposal storage. Secondary tasks may include build a DEX router supporting Uniswap V3 and SushiSwap with slippage protection. Prior experience shipping similar projects is required — please link relevant work. Engagement is fully remote; team timezones are GMT+7 and GMT−5.,team,medium,intermediate,filled,blockchain
c29b3684-d9d6-47a0-8975-0bb3b7486d49,4f9cd7bd-18f5-4b40-951d-67c4c71b8862,Product Design Specialist,"Project posting: Design contractor at the intermediate level. We need someone to design an iconography set (200 icons) following a custom grid system. There is also some adjacent work around internal tool UX overhaul to reduce support tickets by 30%. Weekly written status updates expected, with one async video walkthrough per milestone.",team,large,intermediate,active,design
61803d0b-722f-4ed8-8150-df80c2079b41,1c310d7f-d42d-44b8-ba2b-316e5fe92282,Junior Solidity Engineer,"Project posting: Blockchain contractor at the intermediate level. We need someone to create a DAO governance module with weighted voting and on-chain proposal storage. On top of that, you may help with build a yield-aggregator vault with composable strategy modules. Familiarity with our broader stack (see job role skills) is expected. Delivery is in two-week iterations with a demo at the end of each cycle.",individual,medium,intermediate,active,blockchain
77dafb89-e62c-4bc7-b609-d3ae208e1a61,8a3fcbe0-8b1f-45c8-a0c9-2bf1d1f0d4c1,Backend Development Engineer,Project posting: Backend contractor at the expert level. We need someone to implement a Stripe-style webhook receiver with idempotent retries and dead-letter queue. Secondary tasks may include refactor a monolithic Django backend into 3 microservices behind an API gateway. We expect clear documentation of decisions and trade-offs.,individual,medium,expert,active,backend
c8daf80b-f099-46e3-ade5-12180c9dbbd0,a1e90ecb-bcfc-4ca7-97fd-4b6d1a011648,Mobile Development Engineer,Project posting: Mobile contractor at the intermediate level. We need someone to build a marketplace Android app supporting saved searches and chat negotiation. Secondary tasks may include create a banking transaction-history app with biometric login and offline view. Familiarity with our broader stack (see job role skills) is expected. Payment is milestone-based; budget includes bug fixes within 30 days of delivery.,team,small,intermediate,active,mobile
aecb6865-7796-4513-bada-906e5222688c,eeb521f8-c6f7-46b5-91c8-02fc7f22e1ac,Senior Android Developer,"Seeking a Mobile specialist (level: intermediate) for a 4–12 week engagement. The main scope is: Build a food-delivery rider app with GPS tracking, push notifications, and in-app payments. On top of that, you may help with migrate an existing Cordova app to Flutter with feature parity. Good written English is required for async stand-ups; Bahasa Indonesia is a plus. Payment is milestone-based; budget includes bug fixes within 30 days of delivery.",team,small,intermediate,active,mobile
88b6c80c-ef80-43d8-99ea-e4bf71bfcecc,a8559024-319a-4226-810a-fbfd31764d20,UI Development Engineer,"Project posting: Frontend contractor at the intermediate level. Core work: Refactor an Angular app to React with feature parity over 4 weeks. On top of that, you may help with add accessibility (WCAG 2.1 AA) compliance to an existing SaaS product. Good written English is required for async stand-ups; Bahasa Indonesia is a plus. Payment is milestone-based; budget includes bug fixes within 30 days of delivery.",team,small,intermediate,active,frontend
49c1c310-7ca5-42be-bd92-d4e1bdff04a1,f1a6e146-3329-4c52-9549-227568202866,Backend Developer,"Project posting: Backend contractor at the intermediate level. The main scope is: Design a rate-limiting layer for a public API serving 10k requests per minute. On top of that, you may help with add full-text search to an existing FastAPI service using PostgreSQL tsvector. Two-week iteration cadence with one async demo per cycle. Delivery is in two-week iterations with a demo at the end of each cycle.",individual,medium,intermediate,filled,backend
0d98ab9f-7aba-4d64-96a2-2611b2d89be7,2297d0de-6f7b-44a1-a0a2-d36dc4d5910c,Backend API Developer,Our team needs an intermediate Backend freelancer to support an active project. The main scope is: Implement a Stripe-style webhook receiver with idempotent retries and dead-letter queue. There is also some adjacent work around design a PostgreSQL schema for multi-tenant invoicing with row-level security. Two-week iteration cadence with one async demo per cycle. Payment is milestone-based; budget includes bug fixes within 30 days of delivery.,team,medium,intermediate,closed,backend
d2adf256-39ff-4c7f-b72d-9c420fe01ff1,236a378c-b41e-44c6-b8c0-b30b331948d3,Machine Learning Development,"We are looking to hire a expert-level contributor for a remote Ml/Ai engagement. Core work: Build a sales-forecast model integrated into a finance dashboard, MAPE under 8%. Stretch goal if time allows: Implement an anomaly detection system on telemetry data with weekly retraining. Familiarity with our broader stack (see job role skills) is expected. Code is reviewed in pull requests; mainline must always be deployable.",individual,small,expert,active,ml_ai
b7ebb703-10f7-49e3-8b62-1e67bc223aeb,1a6d5999-c34c-475d-a6db-0bb847a7e5bb,AI Engineering Specialist,"Project posting: Ml/Ai contractor at the entry level. The main scope is: Build a customer-support classifier to route tickets — should reduce first-response time by 40%. On top of that, you may help with create a resume parser extracting structured fields with confidence scores. Good written English is required for async stand-ups; Bahasa Indonesia is a plus. Weekly written status updates expected, with one async video walkthrough per milestone.",team,small,entry,active,ml_ai
98f55e16-7206-40eb-85d0-9b59215cf4ee,33fda20f-098e-41b2-9d0b-4d31ed188d3a,UX Design Developer,Seeking a Design specialist (level: expert) for a 4–12 week engagement. The main scope is: Mobile app redesign — measurably reduce onboarding drop-off (currently 60%). There is also some adjacent work around build a design system covering 80 components with light/dark themes and tokens. Prior experience shipping similar projects is required — please link relevant work. Code is reviewed in pull requests; mainline must always be deployable.,individual,small,expert,active,design
ec993549-832a-4d0b-b837-c2fbeecd4833,793c6359-e2e4-40d6-9e6d-1889c12dbe90,Full Stack Engineer,"Seeking a Fullstack specialist (level: intermediate) for a 4–12 week engagement. Primary deliverable: Develop a content management system with role-based publishing and versioning. There is also some adjacent work around create a B2B vendor portal with invoice generation, e-signing, and audit trail. Familiarity with our broader stack (see job role skills) is expected. Engagement is fully remote; team timezones are GMT+7 and GMT−5.",individual,small,intermediate,active,fullstack
1ff7b98a-a147-4d9c-b040-65e2d3105b00,68895d92-9040-4618-a0f5-cf8bfb77d71f,DevOps Development Specialist,We are looking to hire a intermediate-level contributor for a remote Devops engagement. We need someone to design a multi-region active-active setup with global load balancing. There is also some adjacent work around implement secret rotation across services using AWS Secrets Manager. Good written English is required for async stand-ups; Bahasa Indonesia is a plus. Engagement is fully remote; team timezones are GMT+7 and GMT−5.,team,large,intermediate,closed,devops
c1750eb5-dddc-4ef6-88bd-6127b8c97b1f,5ad72d8b-89b4-41a1-9a5f-30f336631af0,Web Development Engineer,"We are looking to hire a expert-level contributor for a remote Fullstack engagement. We need someone to develop a content management system with role-based publishing and versioning. On top of that, you may help with build a marketplace with two-sided onboarding, search, chat, and Stripe Connect payouts. Familiarity with our broader stack (see job role skills) is expected. Code is reviewed in pull requests; mainline must always be deployable.",team,large,expert,active,fullstack
f4f92d49-d91c-4994-bfd4-7b6738c550df,c33d0710-9137-450f-8efc-18580e85b7cd,Frontend Development Specialist,"Our team needs an expert Frontend freelancer to support an active project. Core work: Build an interactive data-viz dashboard using D3 and React. Stretch goal if time allows: Build a real-time chat UI with typing indicators, read receipts, and file uploads. You should be comfortable owning the work end-to-end and writing brief weekly updates.",individual,medium,expert,active,frontend
3619db43-3187-4d66-9fe8-27927d5926bc,cf524c16-8f53-463c-bed9-e63c6f24aed7,App Development Specialist,"Our team needs an entry Mobile freelancer to support an active project. Core work: Build a habit-tracking app with streaks, reminders, and Apple/Google Health sync. On top of that, you may help with create a banking transaction-history app with biometric login and offline view. Prior experience shipping similar projects is required — please link relevant work. Payment is milestone-based; budget includes bug fixes within 30 days of delivery.",team,medium,entry,closed,mobile
c5b27ca9-f02f-4669-a9b0-7cf26074519a,c3ed7055-e1d9-4aae-9fea-e27eb5ff6360,Mobile Development Engineer,Our team needs an expert Mobile freelancer to support an active project. We need someone to implement a travel itinerary builder with airline schedule sync and weather overlays. Stretch goal if time allows: Add live video streaming to an existing app using WebRTC. We expect clear documentation of decisions and trade-offs.,team,large,expert,closed,mobile
c2620fe5-1ea1-479a-b221-8f60d1369353,38e0820c-a3cb-4f7f-9b35-8e4fb4ddb01a,UX Design Developer,"Open contract: Design work suited to a intermediate contributor. We need someone to internal tool UX overhaul to reduce support tickets by 30%. On top of that, you may help with brand redesign for an EdTech startup — logo, type system, web and print collateral. Good written English is required for async stand-ups; Bahasa Indonesia is a plus. Delivery is in two-week iterations with a demo at the end of each cycle.",individual,small,intermediate,active,design
86f28a94-87f8-4ca5-a249-3efa46843684,55bce51c-0dd6-47c4-b434-3809d35f5ae9,UI/UX Design Engineer,Project posting: Design contractor at the entry level. We need someone to mobile app redesign — measurably reduce onboarding drop-off (currently 60%). Stretch goal if time allows: Build a design system covering 80 components with light/dark themes and tokens. We expect clear documentation of decisions and trade-offs. Payment is milestone-based; budget includes bug fixes within 30 days of delivery.,team,small,entry,active,design
ff5c06f8-e32c-40f8-9ef9-634a468eaa7b,b4a84abc-492e-480c-ae86-114c3093009e,Backend API Developer,Our team needs an expert Backend freelancer to support an active project. We need someone to add full-text search to an existing FastAPI service using PostgreSQL tsvector. Familiarity with our broader stack (see job role skills) is expected. Payment is milestone-based; budget includes bug fixes within 30 days of delivery.,team,large,expert,closed,backend
3206ca5d-b297-479f-bd2c-276e2bb1f37f,f3038940-3f12-4ad6-ade0-9fb633315abe,Blockchain Development Engineer,Project posting: Blockchain contractor at the intermediate level. We need someone to develop an NFT minting contract with lazy-mint pattern saving 60% gas vs eager mint. Stretch goal if time allows: Build a yield-aggregator vault with composable strategy modules. We expect clear documentation of decisions and trade-offs. Engagement is fully remote; team timezones are GMT+7 and GMT−5.,team,large,intermediate,active,blockchain
7ac2e666-74b9-47d7-9803-4e5a72259ce0,ccd3ec38-4224-4863-9ba7-5a4659672f23,API Development Specialist,"Seeking a Backend specialist (level: intermediate) for a 4–12 week engagement. We need someone to refactor a monolithic Django backend into 3 microservices behind an API gateway. There is also some adjacent work around build a REST API for a stock-take mobile app, including OAuth2 login, pagination, and offline retry support. Familiarity with our broader stack (see job role skills) is expected. Code is reviewed in pull requests; mainline must always be deployable.",individual,medium,intermediate,filled,backend
8f5998de-7d5e-49ed-8d65-14414d134cc4,834008b6-c7d9-4916-97f9-1a7edf01195e,Web Development Engineer,"Seeking a Fullstack specialist (level: entry) for a 4–12 week engagement. Primary deliverable: Implement a subscription analytics dashboard pulling from MRR, churn, and LTV metrics. Secondary tasks may include build the MVP for a fitness-tracking SaaS — Next.js app, PostgreSQL, Stripe billing. You should be comfortable owning the work end-to-end and writing brief weekly updates. Code is reviewed in pull requests; mainline must always be deployable.",individual,small,entry,active,fullstack
2cf6b642-52a1-4fc5-979c-dd08f2828cff,a79c4da0-643a-473e-96b9-7a34e8f0b956,Site Reliability Engineer,Seeking a Devops specialist (level: entry) for a 4–12 week engagement. The main scope is: Audit AWS spend and implement right-sizing recommendations to cut 30% cost. Secondary tasks may include set up an on-call rotation with PagerDuty integration and runbook automation. We expect clear documentation of decisions and trade-offs. Engagement is fully remote; team timezones are GMT+7 and GMT−5.,team,small,entry,active,devops
176cd7cb-f59a-4e7c-9849-934f8d47ca5a,f3dda525-d34d-461e-a8aa-9780ce786594,UX Design Developer,"Seeking a Design specialist (level: entry) for a 4–12 week engagement. We need someone to brand redesign for an EdTech startup — logo, type system, web and print collateral. Secondary tasks may include design an iconography set (200 icons) following a custom grid system. Familiarity with our broader stack (see job role skills) is expected. Weekly written status updates expected, with one async video walkthrough per milestone.",team,small,entry,filled,design
7338288e-832b-4a98-b76a-1a58f77d5afc,50be0325-1979-413b-8d74-76e7dae951c7,Senior Machine Learning Engineer,Our team needs an entry Ml/Ai freelancer to support an active project. The main scope is: Build a customer-support classifier to route tickets — should reduce first-response time by 40%. Familiarity with our broader stack (see job role skills) is expected. Code is reviewed in pull requests; mainline must always be deployable.,individual,large,entry,active,ml_ai
709e96d3-21db-4637-a049-c0a3587ca61c,39d3d9ad-0681-45fa-8ece-882457b27d1c,Lead Backend Engineer,Project posting: Backend contractor at the expert level. We need someone to design a rate-limiting layer for a public API serving 10k requests per minute. Stretch goal if time allows: Add full-text search to an existing FastAPI service using PostgreSQL tsvector. Delivery is in two-week iterations with a demo at the end of each cycle.,individual,large,expert,closed,backend
357329b3-2203-462f-a8d9-5270831d24b4,c05e2450-01db-4b0c-8eb3-98d0df3ca0c6,Backend Development Engineer,"Open contract: Backend work suited to a entry contributor. Core work: Add full-text search to an existing FastAPI service using PostgreSQL tsvector. On top of that, you may help with implement event sourcing for an e-commerce order lifecycle. Two-week iteration cadence with one async demo per cycle. Code is reviewed in pull requests; mainline must always be deployable.",team,medium,entry,closed,backend
4ae387a0-9090-4717-a177-ab58dddae662,e586430a-499d-42db-922c-a3cb1b17f05a,Backend API Developer,Seeking a Backend specialist (level: entry) for a 4–12 week engagement. Primary deliverable: Refactor a monolithic Django backend into 3 microservices behind an API gateway. Stretch goal if time allows: Design a PostgreSQL schema for multi-tenant invoicing with row-level security.,individual,small,entry,active,backend
a29fc00e-d888-42ab-a7a0-0c05d0aac31d,e901d834-ee78-45b1-9b81-85634b052c0b,Product Design Specialist,"Seeking a Design specialist (level: intermediate) for a 4–12 week engagement. We need someone to marketing site for a B2B SaaS product including illustrations and motion. Stretch goal if time allows: Brand redesign for an EdTech startup — logo, type system, web and print collateral. Engagement is fully remote; team timezones are GMT+7 and GMT−5.",individual,small,intermediate,active,design
c106d119-e251-4a8e-977b-46068ce38ba0,31b92b94-fc35-4897-9849-73abd597071e,Web3 Developer,"We are looking to hire a expert-level contributor for a remote Blockchain engagement. We need someone to build a yield-aggregator vault with composable strategy modules. There is also some adjacent work around build a DEX router supporting Uniswap V3 and SushiSwap with slippage protection. Weekly written status updates expected, with one async video walkthrough per milestone.",individual,large,expert,active,blockchain
90a832ac-ac3d-4c76-862a-f304e50196d5,1bf9bd0a-b557-4403-a1dd-0dc1a6b1e7eb,AI Engineering Specialist,Project posting: Ml/Ai contractor at the intermediate level. We need someone to create a resume parser extracting structured fields with confidence scores. There is also some adjacent work around build a churn prediction model with explainability via SHAP for the success team. Good written English is required for async stand-ups; Bahasa Indonesia is a plus. Engagement is fully remote; team timezones are GMT+7 and GMT−5.,team,small,intermediate,active,ml_ai
71a9b231-0b15-45b6-b3ec-576bd426cfe9,b4c71ea7-84b5-4e2a-8452-fe6756013588,Frontend Developer,"Our team needs an intermediate Frontend freelancer to support an active project. Primary deliverable: Implement an editable Kanban board with drag-and-drop and live multi-user updates. There is also some adjacent work around add accessibility (WCAG 2.1 AA) compliance to an existing SaaS product. Good written English is required for async stand-ups; Bahasa Indonesia is a plus. Weekly written status updates expected, with one async video walkthrough per milestone.",team,small,intermediate,active,frontend
186fe7e9-97eb-452c-ac44-31b50901963a,283aad4e-2e98-4908-b7df-df85255660c0,App Development Specialist,"Project posting: Mobile contractor at the intermediate level. Core work: Build a food-delivery rider app with GPS tracking, push notifications, and in-app payments. Stretch goal if time allows: Migrate an existing Cordova app to Flutter with feature parity. Prior experience shipping similar projects is required — please link relevant work. Payment is milestone-based; budget includes bug fixes within 30 days of delivery.",team,small,intermediate,active,mobile
ff419ab6-4ed5-4ee9-89ac-ba7a6c0e810d,eca9c6d0-3f38-47f7-8564-fce9372333ee,AI Engineering Specialist,Seeking a Ml/Ai specialist (level: intermediate) for a 4–12 week engagement. Primary deliverable: Train an image-tagging model and deploy via FastAPI with GPU autoscaling on Kubernetes. There is also some adjacent work around implement an anomaly detection system on telemetry data with weekly retraining. Prior experience shipping similar projects is required — please link relevant work. Payment is milestone-based; budget includes bug fixes within 30 days of delivery.,individual,small,intermediate,closed,ml_ai
a9e87bd8-d65f-442b-974a-168f5b5fae8b,c8e188e3-c6dd-485b-bcb3-5a2e4df4d339,Smart Contract Development Specialist,Open contract: Blockchain work suited to a entry contributor. Core work: Audit and patch a lending protocol — disclose findings with severity ratings. Secondary tasks may include create a DAO governance module with weighted voting and on-chain proposal storage. Good written English is required for async stand-ups; Bahasa Indonesia is a plus. Delivery is in two-week iterations with a demo at the end of each cycle.,individual,medium,entry,filled,blockchain
168821b1-84c4-4f94-80a6-e860eed02d23,f8f52327-1932-4f8c-9c95-3d640ba31a2b,Lead Full-Stack Developer,Our team needs an intermediate Fullstack freelancer to support an active project. We need someone to build a peer-to-peer rental platform with calendar availability and damage deposits. Prior experience shipping similar projects is required — please link relevant work.,individual,medium,intermediate,active,fullstack
c2e34b3b-fa6b-40bd-a9b2-fb155189a7be,37f0d55d-46e7-4edf-aee3-3adf07163d4a,Junior Frontend Developer,Project posting: Frontend contractor at the entry level. The main scope is: Optimise an existing React app from 6s LCP to under 2s on 3G. There is also some adjacent work around refactor an Angular app to React with feature parity over 4 weeks. We expect clear documentation of decisions and trade-offs.,individual,medium,entry,active,frontend
adc6c685-bfc6-497c-9bcf-c6511e8e39d8,b01ef8b2-8e35-4fa1-b315-f98769a3d805,UI Development Engineer,"We are looking to hire a intermediate-level contributor for a remote Frontend engagement. The main scope is: Optimise an existing React app from 6s LCP to under 2s on 3G. There is also some adjacent work around build a real-time chat UI with typing indicators, read receipts, and file uploads. We expect clear documentation of decisions and trade-offs. Code is reviewed in pull requests; mainline must always be deployable.",individual,small,intermediate,active,frontend
35d6d9bb-fc8a-4065-8661-314bd3895675,359ffc64-78bb-48cf-ba62-ffac1afc496e,API Development Specialist,Open contract: Backend work suited to a entry contributor. We need someone to design a rate-limiting layer for a public API serving 10k requests per minute. There is also some adjacent work around migrate a legacy MySQL database to PostgreSQL with zero downtime. Two-week iteration cadence with one async demo per cycle. Payment is milestone-based; budget includes bug fixes within 30 days of delivery.,team,small,entry,active,backend
26d6b52c-9aa9-4c9d-ab83-0ddb63c4409f,f9a15c10-b8d7-4a4f-9d5c-e029b0e86bd0,API Development Specialist,Project posting: Backend contractor at the intermediate level. The main scope is: Design a PostgreSQL schema for multi-tenant invoicing with row-level security. Secondary tasks may include build an internal admin tool with audit log and granular permissions. You should be comfortable owning the work end-to-end and writing brief weekly updates. Delivery is in two-week iterations with a demo at the end of each cycle.,team,small,intermediate,active,backend
c76576e5-15e1-4897-83c3-22c114ccb5fd,fc53c39a-1d52-4c86-9ed2-9b22b6b9ba84,Senior Mobile Developer,Seeking a Mobile specialist (level: entry) for a 4–12 week engagement. Primary deliverable: Create a banking transaction-history app with biometric login and offline view. There is also some adjacent work around add live video streaming to an existing app using WebRTC. Two-week iteration cadence with one async demo per cycle. Code is reviewed in pull requests; mainline must always be deployable.,team,medium,entry,filled,mobile
484bbc3d-7a07-41b3-b5c7-cd218baca8a1,0fb30d2e-75b5-40b5-92da-05a53166cca3,Mid-level DevOps Developer,Seeking a Devops specialist (level: entry) for a 4–12 week engagement. Primary deliverable: Set up an on-call rotation with PagerDuty integration and runbook automation. Two-week iteration cadence with one async demo per cycle. Code is reviewed in pull requests; mainline must always be deployable.,team,large,entry,closed,devops
fa8ffb98-360a-4a01-95f8-52b248efa012,5b96c918-4779-4e83-92f0-338ff4c022c5,Backend Engineer,"Open contract: Backend work suited to a intermediate contributor. The main scope is: Migrate a legacy MySQL database to PostgreSQL with zero downtime. Familiarity with our broader stack (see job role skills) is expected. Weekly written status updates expected, with one async video walkthrough per milestone.",team,large,intermediate,closed,backend
7bcfe532-e374-4357-b55d-d681d2f2dc88,24a4d650-de63-4946-ac23-2b8b628a6bfe,UI/UX Design Engineer,"We are looking to hire a intermediate-level contributor for a remote Design engagement. The main scope is: Build a design system covering 80 components with light/dark themes and tokens. On top of that, you may help with brand redesign for an EdTech startup — logo, type system, web and print collateral. You should be comfortable owning the work end-to-end and writing brief weekly updates. Delivery is in two-week iterations with a demo at the end of each cycle.",team,medium,intermediate,filled,design
8beffd42-1e37-4ca2-a12d-c7e57dfb194c,3c2039f8-e81a-4022-8955-6f7d58cde48c,Web Development Engineer,"Seeking a Fullstack specialist (level: expert) for a 4–12 week engagement. Primary deliverable: Build the MVP for a fitness-tracking SaaS — Next.js app, PostgreSQL, Stripe billing. On top of that, you may help with develop a content management system with role-based publishing and versioning. Familiarity with our broader stack (see job role skills) is expected. Delivery is in two-week iterations with a demo at the end of each cycle.",team,medium,expert,closed,fullstack
ec1deb95-13b9-40d8-b1e2-28e28c2dda9d,73965e3a-1f1e-44df-bb77-6f98e8b64402,Senior Backend Developer,"Our team needs an expert Backend freelancer to support an active project. We need someone to build a REST API for a stock-take mobile app, including OAuth2 login, pagination, and offline retry support. Stretch goal if time allows: Migrate a legacy MySQL database to PostgreSQL with zero downtime. Two-week iteration cadence with one async demo per cycle. Delivery is in two-week iterations with a demo at the end of each cycle.",individual,medium,expert,filled,backend
66633ef3-c438-4a86-ac48-14e91d5cd614,7d6c8da0-3677-4eb1-a3ff-286e54b23567,iOS Developer,"Seeking a Mobile specialist (level: expert) for a 4–12 week engagement. Core work: Develop a health-tracking iOS app with HealthKit and an Apple Watch companion. On top of that, you may help with implement a travel itinerary builder with airline schedule sync and weather overlays. Payment is milestone-based; budget includes bug fixes within 30 days of delivery.",team,medium,expert,active,mobile
772a23a2-7c38-4288-9684-ebbc234cf679,aefed9f6-cea3-4212-86fb-283be2c3870d,Android Developer,Project posting: Mobile contractor at the entry level. We need someone to migrate an existing Cordova app to Flutter with feature parity. Familiarity with our broader stack (see job role skills) is expected. Delivery is in two-week iterations with a demo at the end of each cycle.,team,small,entry,closed,mobile
fbd12e23-cc6f-4905-bcfa-2961313ed598,d76a225d-5bd0-477d-bc39-d8d5b392354b,ML Engineer,"Our team needs an entry Ml/Ai freelancer to support an active project. Primary deliverable: Implement a document RAG pipeline retrieving from 50k internal PDFs with citation tracking. On top of that, you may help with build a sales-forecast model integrated into a finance dashboard, MAPE under 8%. Two-week iteration cadence with one async demo per cycle. Code is reviewed in pull requests; mainline must always be deployable.",team,medium,entry,closed,ml_ai
d2183309-0847-44e9-9c2b-00f5d244ec45,9bf80c3b-5abb-46f9-8157-8cc9ad67e4e6,Machine Learning Engineer,Project posting: Ml/Ai contractor at the intermediate level. Primary deliverable: Develop a recommendation system for a media platform — collaborative + content-based hybrid. Stretch goal if time allows: Fine-tune an LLM on internal knowledge base for an internal Q&A bot. Good written English is required for async stand-ups; Bahasa Indonesia is a plus. Engagement is fully remote; team timezones are GMT+7 and GMT−5.,team,large,intermediate,closed,ml_ai
59de8d75-31b9-45e3-a759-230a508c8979,1a062ff9-c202-46b8-ac3c-77b2a4541bc6,Frontend Development Specialist,Seeking a Frontend specialist (level: intermediate) for a 4–12 week engagement. The main scope is: Implement a multi-step onboarding flow with autosave and validation across 12 fields. Secondary tasks may include create a marketing landing page with WebGL hero animation and 95+ Lighthouse score. Engagement is fully remote; team timezones are GMT+7 and GMT−5.,individual,small,intermediate,filled,frontend
b64bea3c-1797-41a8-8217-0188b287506a,7b34ba7b-8c84-4c0d-9662-5450f4b4b3aa,DevOps Development Specialist,"Seeking a Devops specialist (level: intermediate) for a 4–12 week engagement. The main scope is: Set up Terraform modules for repeatable VPC, RDS, and IAM provisioning. There is also some adjacent work around implement blue/green deploys with automated rollback on failed health checks. We expect clear documentation of decisions and trade-offs. Engagement is fully remote; team timezones are GMT+7 and GMT−5.",team,small,intermediate,active,devops
cf942931-deed-4f4e-a2b0-04bf172ac5e4,b7e20738-0152-42ca-a038-729651fe85b8,UI Development Engineer,Seeking a Frontend specialist (level: expert) for a 4–12 week engagement. Primary deliverable: Implement a multi-step onboarding flow with autosave and validation across 12 fields. There is also some adjacent work around build an interactive data-viz dashboard using D3 and React. You should be comfortable owning the work end-to-end and writing brief weekly updates. Engagement is fully remote; team timezones are GMT+7 and GMT−5.,individual,small,expert,active,frontend
b055d187-47dc-434c-b7e6-ba5f7ba81c7e,d0081f7e-f35c-4c12-b2ec-af12a77aac53,Senior Full Stack Engineer,"Our team needs an intermediate Fullstack freelancer to support an active project. The main scope is: Develop a booking platform integrating Google Calendar, video calls, and SMS reminders. On top of that, you may help with build a marketplace with two-sided onboarding, search, chat, and Stripe Connect payouts. You should be comfortable owning the work end-to-end and writing brief weekly updates. Payment is milestone-based; budget includes bug fixes within 30 days of delivery.",individual,medium,intermediate,filled,fullstack
413f085e-353a-4770-9bc9-55a33faf3cf5,419cd5fe-2d87-41ef-b010-dd8e692d416c,Full-Stack Development Engineer,"Our team needs an expert Fullstack freelancer to support an active project. Primary deliverable: Implement a subscription analytics dashboard pulling from MRR, churn, and LTV metrics. On top of that, you may help with create an internal billing tool with multi-currency invoicing and tax calculations. Good written English is required for async stand-ups; Bahasa Indonesia is a plus.",team,small,expert,active,fullstack
37da22eb-87a6-45a2-8189-ced999c9859d,ee395c44-9d54-41c8-8a0c-b24107226a8f,Cloud Infrastructure Engineer,Open contract: Devops work suited to a intermediate contributor. Core work: Build a self-service deploy platform for internal teams using GitHub Actions. There is also some adjacent work around implement secret rotation across services using AWS Secrets Manager. We expect clear documentation of decisions and trade-offs. Code is reviewed in pull requests; mainline must always be deployable.,individual,large,intermediate,closed,devops
38cd9cbd-74a0-4c20-b5e8-68340a32d0c0,aeac76de-bcb8-47f8-b378-083ee80a391b,Junior Blockchain Developer,"Seeking a Blockchain specialist (level: expert) for a 4–12 week engagement. We need someone to develop a wallet-connect onboarding flow for a Web3 game. On top of that, you may help with build a yield-aggregator vault with composable strategy modules. We expect clear documentation of decisions and trade-offs.",individual,large,expert,active,blockchain
e0a705ea-b175-4b51-a23a-fd9705b730c5,ce81e95d-fc17-47c4-9b58-d3e7e0e4f54d,Junior Frontend Developer,"Our team needs an intermediate Frontend freelancer to support an active project. Core work: Implement a multi-step onboarding flow with autosave and validation across 12 fields. Secondary tasks may include build a customer dashboard with charting, filtering, and CSV export — must handle 200k rows. Prior experience shipping similar projects is required — please link relevant work. Engagement is fully remote; team timezones are GMT+7 and GMT−5.",individual,large,intermediate,active,frontend
d15fa8f7-7c1a-4f18-a087-f9988ee11786,1bef93b5-4024-4edf-82b1-6b532e7ce310,AI Engineering Specialist,We are looking to hire a entry-level contributor for a remote Ml/Ai engagement. The main scope is: Train an image-tagging model and deploy via FastAPI with GPU autoscaling on Kubernetes. Secondary tasks may include build a customer-support classifier to route tickets — should reduce first-response time by 40%. Familiarity with our broader stack (see job role skills) is expected. Code is reviewed in pull requests; mainline must always be deployable.,individual,large,entry,closed,ml_ai
e0bdc2bb-4251-4b2e-8a1b-09f3d9a04574,24689899-b6e7-4fcf-bd06-58e58c95df0d,UI/UX Design Engineer,"Project posting: Design contractor at the expert level. We need someone to design an iconography set (200 icons) following a custom grid system. Two-week iteration cadence with one async demo per cycle. Weekly written status updates expected, with one async video walkthrough per milestone.",team,medium,expert,active,design
6bfc4e66-d680-4cd7-a5d5-dc789abf6060,3c717016-50be-4bcb-9eaf-9d580b738315,Mid-level Android Developer,Project posting: Mobile contractor at the intermediate level. Core work: Implement a travel itinerary builder with airline schedule sync and weather overlays. Stretch goal if time allows: Develop a health-tracking iOS app with HealthKit and an Apple Watch companion. Engagement is fully remote; team timezones are GMT+7 and GMT−5.,individual,large,intermediate,active,mobile
0c16ce52-deb3-44f2-8be9-3f8d9025ee3a,c04c54fd-b8bd-41f3-86b8-5d2c4672cdca,AI Engineering Specialist,Open contract: Ml/Ai work suited to a intermediate contributor. Core work: Train an image-tagging model and deploy via FastAPI with GPU autoscaling on Kubernetes. Stretch goal if time allows: Create a resume parser extracting structured fields with confidence scores. We expect clear documentation of decisions and trade-offs.,individual,large,intermediate,closed,ml_ai
