portfolio_id,freelancer_id,project_title,project_description,completion_date,is_auto_generated
874a89bf-73da-460d-bead-9492565cea6c,d7e21d63-0c2c-43fb-95bb-5acd416069ce,Backend Engagement — 2024,Completed project: GraphQL gateway aggregating three internal services into one API surface. Delivered for client engagement.,2024-07-12,1
561aa2c0-5a4e-4ee8-8df1-20bc51fceefc,d7e21d63-0c2c-43fb-95bb-5acd416069ce,Backend Showcase: ETL pipeline ingesting nightly batches into Postgr,ETL pipeline ingesting nightly batches into PostgreSQL with Airflow scheduling. Personal/showcase project; full case-study available on request. Tech stack reflects core Backend expertise.,2024-07-12,0
f9aa5154-87ba-4e62-a886-9f096c070d93,d7e21d63-0c2c-43fb-95bb-5acd416069ce,Backend Showcase: Stripe-style webhook receiver with idempotent retr,Stripe-style webhook receiver with idempotent retries and dead-letter handling. Personal/showcase project; full case-study available on request. Tech stack reflects core Backend expertise.,2025-08-06,0
9ff7f885-db3b-4760-b4c9-952d3f7a7ad4,c65fa1ec-2fbd-4308-94f1-6be448040928,Mobile Engagement — 2022,Completed project: Health-tracking iOS app with HealthKit and Apple Watch companion. Delivered for client engagement.,2022-06-23,1
3504d9ba-f5a5-4196-aa7c-e5733dd2b5df,c65fa1ec-2fbd-4308-94f1-6be448040928,Mobile Engagement — 2026,Completed project: Marketplace Android app supporting saved searches and chat negotiation. Delivered for client engagement.,2026-04-03,1
59e427ac-cb27-4460-94f5-a80804ee4407,c65fa1ec-2fbd-4308-94f1-6be448040928,Mobile Engagement — 2026,Completed project: Health-tracking iOS app with HealthKit and Apple Watch companion. Delivered for client engagement.,2026-01-03,1
7a3631e5-64ee-4d3b-b66f-fb716a6ee5e9,af9e8912-cf12-4938-9a21-2003bdac53f3,Ml Ai Engagement — 2022,Completed project: Resume parser extracting structured fields with confidence scores. Delivered for client engagement.,2022-11-20,1
d0d47f4d-17a4-4b0a-b53b-efafd9e85285,af9e8912-cf12-4938-9a21-2003bdac53f3,Ml Ai Engagement — 2024,Completed project: Customer-support classifier reducing first-response time by 40%. Delivered for client engagement.,2024-07-12,1
77a09e6f-950a-4eec-8eef-00526ba086cc,af9e8912-cf12-4938-9a21-2003bdac53f3,Ml Ai Showcase: Resume parser extracting structured fields with co,Resume parser extracting structured fields with confidence scores. Personal/showcase project; full case-study available on request. Tech stack reflects core Ml Ai expertise.,2024-07-12,0
18c2b271-70ed-46f8-b327-7f1b34e1cb2d,af9e8912-cf12-4938-9a21-2003bdac53f3,Ml Ai Engagement — 2026,Completed project: Customer-support classifier reducing first-response time by 40%. Delivered for client engagement.,2026-04-03,1
cdcef389-086e-4061-a76b-442c00c767ac,af9e8912-cf12-4938-9a21-2003bdac53f3,Ml Ai Showcase: Document RAG pipeline retrieving from 50k internal,Document RAG pipeline retrieving from 50k internal PDFs with citation tracking. Personal/showcase project; full case-study available on request. Tech stack reflects core Ml Ai expertise.,2022-09-21,0
74da0eec-4e12-42aa-82bf-249651dd99e4,cd8ddbe8-1d60-4a31-900a-89f93b1d6c55,Ml Ai Showcase: Document RAG pipeline retrieving from 50k internal,Document RAG pipeline retrieving from 50k internal PDFs with citation tracking. Personal/showcase project; full case-study available on request. Tech stack reflects core Ml Ai expertise.,2022-08-22,0
a0478dc1-5cc9-4342-bb01-0702a1d38b2e,cd8ddbe8-1d60-4a31-900a-89f93b1d6c55,Ml Ai Showcase: Resume parser extracting structured fields with co,Resume parser extracting structured fields with confidence scores. Personal/showcase project; full case-study available on request. Tech stack reflects core Ml Ai expertise.,2022-11-20,0
4d11b8e1-611a-4e19-aa34-bee7e254fafb,cd8ddbe8-1d60-4a31-900a-89f93b1d6c55,Ml Ai Engagement — 2023,Completed project: Image-tagging model deployed via FastAPI with GPU autoscaling on Kubernetes. Delivered for client engagement.,2023-11-15,1
1010c035-0ea7-4257-8a5b-96115b73f005,7c2b47cb-25ff-4b8d-8aab-a29bbddd5350,Frontend Engagement — 2022,Completed project: Multi-step onboarding flow with autosave and validation across 12 fields. Delivered for client engagement.,2022-06-23,1
f04533aa-35aa-4be4-b9ef-894ebaf00813,7c2b47cb-25ff-4b8d-8aab-a29bbddd5350,Frontend Engagement — 2024,Completed project: Admin panel with role-based access control and granular permission editing. Delivered for client engagement.,2024-02-13,1
4b753fa6-1af4-4494-b807-d35f5cdcfe2a,7c2b47cb-25ff-4b8d-8aab-a29bbddd5350,Frontend Showcase: Multi-step onboarding flow with autosave and valid,Multi-step onboarding flow with autosave and validation across 12 fields. Personal/showcase project; full case-study available on request. Tech stack reflects core Frontend expertise.,2023-09-16,0
4841c3a8-82f3-41f1-b3ab-caea577bc111,a676d74a-a182-4a0a-ac24-1af1f4ad7c2a,Blockchain Engagement — 2023,Completed project: Audited and patched a lending protocol — disclosed two medium findings. Delivered for client engagement.,2023-03-20,1
5c426d00-ac71-4ad2-a854-f35c366c1ace,a676d74a-a182-4a0a-ac24-1af1f4ad7c2a,Blockchain Showcase: DAO governance module with weighted voting and on-,DAO governance module with weighted voting and on-chain proposal storage. Personal/showcase project; full case-study available on request. Tech stack reflects core Blockchain expertise.,2026-04-03,0
3feeb6ca-f8cb-49d9-bdbc-82264447c6b8,6271861a-838e-4488-a1cd-b367617fafbb,"Fullstack Showcase: MVP for a fitness tracking SaaS — Next.js app, Pos","MVP for a fitness tracking SaaS — Next.js app, PostgreSQL, Stripe billing. Personal/showcase project; full case-study available on request. Tech stack reflects core Fullstack expertise.",2023-04-19,0
ba73f499-2d8a-4a40-b690-4b0dd963aab5,6271861a-838e-4488-a1cd-b367617fafbb,Fullstack Engagement — 2023,"Completed project: B2B vendor portal with invoice generation, e-signing, and audit trail. Delivered for client engagement.",2023-04-19,1
3ebc0fba-1220-473b-ab32-8158bf668574,79c673a6-5836-4296-a468-ab10563712eb,Devops Engagement — 2023,Completed project: Implemented blue/green deploys with automated rollback on failed health checks. Delivered for client engagement.,2023-06-18,1
2d327243-4251-4188-9e7b-0be7ede7897e,79c673a6-5836-4296-a468-ab10563712eb,Devops Engagement — 2023,Completed project: Implemented blue/green deploys with automated rollback on failed health checks. Delivered for client engagement.,2023-01-19,1
e32933d3-7b5e-4900-8c1e-1dc562b94d49,79c673a6-5836-4296-a468-ab10563712eb,Devops Engagement — 2022,"Completed project: Migrated a monolith to ECS Fargate, cutting deploy time from 25 to 4 minutes. Delivered for client engagement.",2022-10-21,1
789477d6-953e-4a38-b13f-97b1f1ee59b5,79c673a6-5836-4296-a468-ab10563712eb,Devops Engagement — 2024,Completed project: On-call rotation with PagerDuty integration and runbook automation. Delivered for client engagement.,2024-01-14,1
53207771-c48f-475f-9abc-0e04c85902e1,79c673a6-5836-4296-a468-ab10563712eb,Devops Showcase: On-call rotation with PagerDuty integration and ru,On-call rotation with PagerDuty integration and runbook automation. Personal/showcase project; full case-study available on request. Tech stack reflects core Devops expertise.,2022-06-23,0
1362b57b-5005-4092-9b63-cffee2f449d3,1c2bb61e-00cf-4387-b7db-6f0de33f11cb,Mobile Engagement — 2026,Completed project: Travel itinerary builder with airline schedule sync and weather overlays. Delivered for client engagement.,2026-03-04,1
8c6d032d-0c0d-44b2-9499-8a14cbadacdb,f219f917-6732-4ba9-a056-b33867e9339b,Fullstack Engagement — 2022,"Completed project: Subscription analytics dashboard pulling from MRR, churn, and LTV metrics. Delivered for client engagement.",2022-10-21,1
e8f67be7-0172-47f7-ab57-30dc62343538,78eab2eb-1491-42cd-bef0-21610e645abc,Blockchain Showcase: DAO governance module with weighted voting and on-,DAO governance module with weighted voting and on-chain proposal storage. Personal/showcase project; full case-study available on request. Tech stack reflects core Blockchain expertise.,2023-12-15,0
2fc3755e-1c65-49de-88bb-a9d545aecaa6,78eab2eb-1491-42cd-bef0-21610e645abc,Blockchain Showcase: NFT minting contract with lazy-mint pattern saving,NFT minting contract with lazy-mint pattern saving 60% gas vs eager mint. Personal/showcase project; full case-study available on request. Tech stack reflects core Blockchain expertise.,2024-06-12,0
2fe21355-b364-4398-8007-5d4eb318a63c,78eab2eb-1491-42cd-bef0-21610e645abc,Blockchain Engagement — 2023,Completed project: NFT minting contract with lazy-mint pattern saving 60% gas vs eager mint. Delivered for client engagement.,2023-07-18,1
ff575c88-2d98-4961-ac9f-e4e3508a60be,78eab2eb-1491-42cd-bef0-21610e645abc,Blockchain Engagement — 2022,Completed project: Audited and patched a lending protocol — disclosed two medium findings. Delivered for client engagement.,2022-09-21,1
010fdf88-8ee6-4458-9ab5-80ece871c54b,78eab2eb-1491-42cd-bef0-21610e645abc,Blockchain Showcase: DEX router supporting Uniswap V3 and SushiSwap wit,DEX router supporting Uniswap V3 and SushiSwap with slippage protection. Personal/showcase project; full case-study available on request. Tech stack reflects core Blockchain expertise.,2023-07-18,0
8c7a43e0-04a6-4053-80b2-7194abf488d7,c68cde0a-6453-4351-8dce-10818ff26375,"Frontend Showcase: Customer dashboard with charting, filtering, and C","Customer dashboard with charting, filtering, and CSV export — handles 200k rows. Personal/showcase project; full case-study available on request. Tech stack reflects core Frontend expertise.",2023-03-20,0
4ba35b3f-9787-4e27-a8d6-ee49b5abc7cc,c68cde0a-6453-4351-8dce-10818ff26375,"Frontend Showcase: Real-time chat UI with typing indicators, read rec","Real-time chat UI with typing indicators, read receipts, and file uploads. Personal/showcase project; full case-study available on request. Tech stack reflects core Frontend expertise.",2023-01-19,0
2a15e568-2766-40ea-9264-d55abfc28b41,c68cde0a-6453-4351-8dce-10818ff26375,Frontend Engagement — 2025,"Completed project: Customer dashboard with charting, filtering, and CSV export — handles 200k rows. Delivered for client engagement.",2025-07-07,1
9d8d5a8c-af92-4865-9c3d-5e0855a55d6a,c68cde0a-6453-4351-8dce-10818ff26375,Frontend Engagement — 2022,Completed project: Multi-step onboarding flow with autosave and validation across 12 fields. Delivered for client engagement.,2022-12-20,1
df12f834-4855-4325-b08e-2b012b6d1c37,24856a0f-982a-444f-915a-49950b36f044,Mobile Engagement — 2025,Completed project: Banking transaction history with biometric login and offline view. Delivered for client engagement.,2025-02-07,1
d91b5c86-b4d1-4f95-aa80-2a516dd846be,24856a0f-982a-444f-915a-49950b36f044,Mobile Engagement — 2024,"Completed project: Food-delivery rider app with GPS tracking, push notifications, in-app payments. Delivered for client engagement.",2024-04-13,1
72637ab3-c40f-4698-9140-89d02a4403de,24856a0f-982a-444f-915a-49950b36f044,Mobile Showcase: Health-tracking iOS app with HealthKit and Apple W,Health-tracking iOS app with HealthKit and Apple Watch companion. Personal/showcase project; full case-study available on request. Tech stack reflects core Mobile expertise.,2025-12-04,0
8bd42273-8a85-4f7b-8105-a943f727af06,24856a0f-982a-444f-915a-49950b36f044,Mobile Engagement — 2023,Completed project: Health-tracking iOS app with HealthKit and Apple Watch companion. Delivered for client engagement.,2023-06-18,1
f45eb204-ce4d-4610-99f1-c2276bd5e5fe,24856a0f-982a-444f-915a-49950b36f044,Mobile Engagement — 2024,Completed project: Marketplace Android app supporting saved searches and chat negotiation. Delivered for client engagement.,2024-04-13,1
c1d3f761-2bf3-4a20-a8c9-d5e290388cf8,a0d7bde5-ee28-472c-99ad-a1d60ef2baaf,Design Engagement — 2022,Completed project: Mobile app redesign cutting onboarding drop-off from 60% to 25%. Delivered for client engagement.,2022-06-23,1
de0e9a04-d2e2-4c0c-b87f-1fcb40df5db8,a0d7bde5-ee28-472c-99ad-a1d60ef2baaf,Design Engagement — 2023,Completed project: Marketing site for a B2B SaaS product including illustrations and motion. Delivered for client engagement.,2023-05-19,1
7241d2f5-02f2-4355-8458-3506d8490523,a0d7bde5-ee28-472c-99ad-a1d60ef2baaf,Design Engagement — 2023,Completed project: Marketing site for a B2B SaaS product including illustrations and motion. Delivered for client engagement.,2023-09-16,1
8cc9bfec-2b98-47cb-a8b2-de0c4107ce2b,a0d7bde5-ee28-472c-99ad-a1d60ef2baaf,Design Engagement — 2025,"Completed project: Brand redesign for an EdTech startup — logo, type system, web and print collateral. Delivered for client engagement.",2025-10-05,1
dd772953-0f18-4e7d-85b0-03f6e6ae3152,d87bf2db-4fb6-4549-af5d-ff113687123d,Devops Engagement — 2022,Completed project: Implemented blue/green deploys with automated rollback on failed health checks. Delivered for client engagement.,2022-05-24,1
47b31306-0984-4bf3-aff6-f755f4126788,d87bf2db-4fb6-4549-af5d-ff113687123d,"Devops Showcase: Centralised logging with Loki + Grafana, retention","Centralised logging with Loki + Grafana, retention tuned for 30 days. Personal/showcase project; full case-study available on request. Tech stack reflects core Devops expertise.",2023-01-19,0
a546eeb2-f7d1-498b-89a9-e89a4601b7f7,d87bf2db-4fb6-4549-af5d-ff113687123d,Devops Showcase: Implemented blue/green deploys with automated roll,Implemented blue/green deploys with automated rollback on failed health checks. Personal/showcase project; full case-study available on request. Tech stack reflects core Devops expertise.,2023-03-20,0
023c753a-6a69-4786-9336-3ee4a3a23358,d87bf2db-4fb6-4549-af5d-ff113687123d,"Devops Showcase: Set up Terraform modules for repeatable VPC, RDS, ","Set up Terraform modules for repeatable VPC, RDS, and IAM provisioning. Personal/showcase project; full case-study available on request. Tech stack reflects core Devops expertise.",2023-09-16,0
d60dd994-edd8-4dd6-91e0-b44cfc2543b0,f857f97a-c0fc-4232-9c11-35417d6a4f7e,Backend Showcase: Stripe-style webhook receiver with idempotent retr,Stripe-style webhook receiver with idempotent retries and dead-letter handling. Personal/showcase project; full case-study available on request. Tech stack reflects core Backend expertise.,2023-03-20,0
e9a99903-0a73-437d-a370-8be3ea42177a,f857f97a-c0fc-4232-9c11-35417d6a4f7e,Backend Showcase: OAuth2 + JWT auth service handling 5k requests per,OAuth2 + JWT auth service handling 5k requests per minute. Personal/showcase project; full case-study available on request. Tech stack reflects core Backend expertise.,2024-06-12,0
60d2e6b1-7c6c-4202-bda1-1a78cd90b7f7,2d9336fb-3ee1-4550-9beb-24c21db54dbb,Backend Engagement — 2025,Completed project: OAuth2 + JWT auth service handling 5k requests per minute. Delivered for client engagement.,2025-11-04,1
cc53ca21-533a-4ac1-8735-3cdece2c648d,2d9336fb-3ee1-4550-9beb-24c21db54dbb,Backend Engagement — 2025,Completed project: Background worker queue using Redis streams for invoice generation. Delivered for client engagement.,2025-11-04,1
241be722-14e2-4932-8579-4d2ee4564160,2d9336fb-3ee1-4550-9beb-24c21db54dbb,Backend Engagement — 2024,Completed project: ETL pipeline ingesting nightly batches into PostgreSQL with Airflow scheduling. Delivered for client engagement.,2024-12-09,1
3939ce37-fd1f-4a91-b42a-9fb871630ee8,2d9336fb-3ee1-4550-9beb-24c21db54dbb,Backend Engagement — 2023,Completed project: GraphQL gateway aggregating three internal services into one API surface. Delivered for client engagement.,2023-06-18,1
fa3c7e1d-07aa-48d2-b9cb-e5e48aefd04e,580550bd-7444-4690-831c-7980d1006b18,Blockchain Engagement — 2024,Completed project: Audited and patched a lending protocol — disclosed two medium findings. Delivered for client engagement.,2024-01-14,1
cd6a2f2c-bfca-44d7-90c0-883c548ff89a,9d51c080-c049-4cc2-bd04-e9934fc83217,Frontend Showcase: Admin panel with role-based access control and gra,Admin panel with role-based access control and granular permission editing. Personal/showcase project; full case-study available on request. Tech stack reflects core Frontend expertise.,2025-08-06,0
72bf26d2-85ee-480f-97d6-0ba437a8a7d9,3afc5938-8527-4820-b634-1698354c7bef,Ml Ai Engagement — 2024,Completed project: Resume parser extracting structured fields with confidence scores. Delivered for client engagement.,2024-12-09,1
e5abae2c-b835-4c84-bd76-c0545bf185f5,646b7615-eff8-4c37-acf4-05c2b71bf28a,Blockchain Showcase: Cross-chain bridge between Ethereum and Polygon us,Cross-chain bridge between Ethereum and Polygon using lock-and-mint. Personal/showcase project; full case-study available on request. Tech stack reflects core Blockchain expertise.,2025-08-06,0
9ba145a2-4721-4820-85da-d0ca50f396bf,646b7615-eff8-4c37-acf4-05c2b71bf28a,Blockchain Showcase: Audited and patched a lending protocol — disclosed,Audited and patched a lending protocol — disclosed two medium findings. Personal/showcase project; full case-study available on request. Tech stack reflects core Blockchain expertise.,2023-05-19,0
1502fc53-1db0-4d07-b831-2bcc9a6e9cf0,646b7615-eff8-4c37-acf4-05c2b71bf28a,Blockchain Showcase: DEX router supporting Uniswap V3 and SushiSwap wit,DEX router supporting Uniswap V3 and SushiSwap with slippage protection. Personal/showcase project; full case-study available on request. Tech stack reflects core Blockchain expertise.,2025-07-07,0
537fdd4b-3a54-43f5-8b87-cb84f235515b,646b7615-eff8-4c37-acf4-05c2b71bf28a,Blockchain Engagement — 2023,Completed project: Cross-chain bridge between Ethereum and Polygon using lock-and-mint. Delivered for client engagement.,2023-09-16,1
3ef3d6ed-8baa-4986-b3b4-a3c6cecc1fa5,646b7615-eff8-4c37-acf4-05c2b71bf28a,Blockchain Showcase: DEX router supporting Uniswap V3 and SushiSwap wit,DEX router supporting Uniswap V3 and SushiSwap with slippage protection. Personal/showcase project; full case-study available on request. Tech stack reflects core Blockchain expertise.,2024-09-10,0
66726cf3-f98c-44eb-93b4-bc904f526444,f5b5ab7f-e7d1-421c-b8b3-cb73dabeb1f5,Devops Engagement — 2023,"Completed project: Centralised logging with Loki + Grafana, retention tuned for 30 days. Delivered for client engagement.",2023-03-20,1
06256c5e-9a09-439f-8f06-0fa199a18248,f023b711-3dbd-40d6-bf57-6c2015f867e5,Blockchain Showcase: Cross-chain bridge between Ethereum and Polygon us,Cross-chain bridge between Ethereum and Polygon using lock-and-mint. Personal/showcase project; full case-study available on request. Tech stack reflects core Blockchain expertise.,2023-10-16,0
5a62253c-ca2c-4e13-ade1-d10bbe2e8392,f023b711-3dbd-40d6-bf57-6c2015f867e5,Blockchain Showcase: DEX router supporting Uniswap V3 and SushiSwap wit,DEX router supporting Uniswap V3 and SushiSwap with slippage protection. Personal/showcase project; full case-study available on request. Tech stack reflects core Blockchain expertise.,2022-09-21,0
43ec9f36-b9bf-439a-b2a9-2bd7617190c6,f023b711-3dbd-40d6-bf57-6c2015f867e5,Blockchain Engagement — 2024,Completed project: NFT minting contract with lazy-mint pattern saving 60% gas vs eager mint. Delivered for client engagement.,2024-10-10,1
5ca5e66a-6f3c-4a1c-8043-1762a14ab700,1a01728f-87ac-44c4-acca-19ad14ffffca,Mobile Engagement — 2026,Completed project: Banking transaction history with biometric login and offline view. Delivered for client engagement.,2026-01-03,1
5b6647c7-8b2c-46b7-90c0-b89451efb4b3,1a01728f-87ac-44c4-acca-19ad14ffffca,Mobile Engagement — 2025,Completed project: Banking transaction history with biometric login and offline view. Delivered for client engagement.,2025-12-04,1
93bdedfe-3a49-4eec-9334-ca45e3ed42c3,a950e7e9-b0fe-44da-9571-511e1fdddb08,Blockchain Showcase: Audited and patched a lending protocol — disclosed,Audited and patched a lending protocol — disclosed two medium findings. Personal/showcase project; full case-study available on request. Tech stack reflects core Blockchain expertise.,2023-05-19,0
fd9812fa-1624-4215-a0e8-b35c974f05ee,d0adbf73-c026-4414-96af-ae77f21946f2,Backend Engagement — 2024,Completed project: Stripe-style webhook receiver with idempotent retries and dead-letter handling. Delivered for client engagement.,2024-01-14,1
1c727d8c-a9d0-477e-ab19-e31ebf3323ff,d0adbf73-c026-4414-96af-ae77f21946f2,Backend Engagement — 2023,Completed project: Stripe-style webhook receiver with idempotent retries and dead-letter handling. Delivered for client engagement.,2023-08-17,1
05b2d0f2-6302-4650-b1d0-60f052819beb,d0adbf73-c026-4414-96af-ae77f21946f2,Backend Engagement — 2025,Completed project: Background worker queue using Redis streams for invoice generation. Delivered for client engagement.,2025-02-07,1
a5e491d2-2860-46e5-9c10-4e6bdb7b47f8,d0adbf73-c026-4414-96af-ae77f21946f2,Backend Showcase: ETL pipeline ingesting nightly batches into Postgr,ETL pipeline ingesting nightly batches into PostgreSQL with Airflow scheduling. Personal/showcase project; full case-study available on request. Tech stack reflects core Backend expertise.,2024-05-13,0
c057f379-0391-4e8d-ba55-79dd13b816cb,802d9744-bcd5-4a1b-8a8f-405fd8d41d7a,Ml Ai Engagement — 2026,Completed project: Document RAG pipeline retrieving from 50k internal PDFs with citation tracking. Delivered for client engagement.,2026-04-03,1
53c2762e-7e5d-4a91-8060-611906cc55ac,802d9744-bcd5-4a1b-8a8f-405fd8d41d7a,Ml Ai Engagement — 2025,Completed project: Document RAG pipeline retrieving from 50k internal PDFs with citation tracking. Delivered for client engagement.,2025-04-08,1
2c6e16e3-12a7-4a0d-b446-e5f0e7a7e231,802d9744-bcd5-4a1b-8a8f-405fd8d41d7a,Ml Ai Engagement — 2025,Completed project: Customer-support classifier reducing first-response time by 40%. Delivered for client engagement.,2025-09-05,1
2776323a-ccdb-4b8f-a6ff-70c6043dbcad,75515ceb-0406-49ef-ae28-3f766d4f5635,Backend Engagement — 2025,Completed project: Background worker queue using Redis streams for invoice generation. Delivered for client engagement.,2025-09-05,1
66ed35a1-324e-4a7a-ac33-eadda6a6b9aa,75515ceb-0406-49ef-ae28-3f766d4f5635,Backend Engagement — 2022,Completed project: ETL pipeline ingesting nightly batches into PostgreSQL with Airflow scheduling. Delivered for client engagement.,2022-07-23,1
1e7e9af4-738a-4dba-a9e5-8b1980f8a06f,75515ceb-0406-49ef-ae28-3f766d4f5635,Backend Engagement — 2024,Completed project: OAuth2 + JWT auth service handling 5k requests per minute. Delivered for client engagement.,2024-06-12,1
d9f1b02f-7f88-4b0f-a9b4-bcb37c79c5f3,75515ceb-0406-49ef-ae28-3f766d4f5635,Backend Showcase: Stripe-style webhook receiver with idempotent retr,Stripe-style webhook receiver with idempotent retries and dead-letter handling. Personal/showcase project; full case-study available on request. Tech stack reflects core Backend expertise.,2025-04-08,0
204f4b4c-eebb-41bf-b1de-16941929e021,731a450a-6430-46e9-b355-7d357e93e167,Design Showcase: Internal tool UX overhaul reducing support tickets,Internal tool UX overhaul reducing support tickets by 30%. Personal/showcase project; full case-study available on request. Tech stack reflects core Design expertise.,2022-11-20,0
f46e5c8a-6b6e-4e3f-8de3-dbe4ae5430d3,731a450a-6430-46e9-b355-7d357e93e167,"Design Showcase: Brand redesign for an EdTech startup — logo, type ","Brand redesign for an EdTech startup — logo, type system, web and print collateral. Personal/showcase project; full case-study available on request. Tech stack reflects core Design expertise.",2022-09-21,0
7c26f37e-2d28-4c3b-901d-90d186bd6115,731a450a-6430-46e9-b355-7d357e93e167,Design Showcase: Marketing site for a B2B SaaS product including il,Marketing site for a B2B SaaS product including illustrations and motion. Personal/showcase project; full case-study available on request. Tech stack reflects core Design expertise.,2023-05-19,0
443559a0-ce08-4c48-931a-27fab25fae2f,bb0d56fb-c9a9-4bca-84cd-c1c304bfeae9,Blockchain Showcase: DAO governance module with weighted voting and on-,DAO governance module with weighted voting and on-chain proposal storage. Personal/showcase project; full case-study available on request. Tech stack reflects core Blockchain expertise.,2024-06-12,0
bbda28de-46e2-4d4d-bd51-040f5da834fd,bb0d56fb-c9a9-4bca-84cd-c1c304bfeae9,Blockchain Showcase: Audited and patched a lending protocol — disclosed,Audited and patched a lending protocol — disclosed two medium findings. Personal/showcase project; full case-study available on request. Tech stack reflects core Blockchain expertise.,2023-02-18,0
ad988559-40c0-4b10-9a55-af410fc360a8,bb0d56fb-c9a9-4bca-84cd-c1c304bfeae9,Blockchain Showcase: Cross-chain bridge between Ethereum and Polygon us,Cross-chain bridge between Ethereum and Polygon using lock-and-mint. Personal/showcase project; full case-study available on request. Tech stack reflects core Blockchain expertise.,2026-04-03,0
f1f0916d-051e-4d34-8f8a-8126136786a1,bb0d56fb-c9a9-4bca-84cd-c1c304bfeae9,Blockchain Engagement — 2024,Completed project: NFT minting contract with lazy-mint pattern saving 60% gas vs eager mint. Delivered for client engagement.,2024-04-13,1
e65d2722-1049-47fc-850e-28a8fd14db5d,fa7293ab-863f-495e-86f9-5328754436e9,Frontend Engagement — 2023,"Completed project: Real-time chat UI with typing indicators, read receipts, and file uploads. Delivered for client engagement.",2023-09-16,1
55c4c8d8-12a0-441d-97c6-32b351f123dc,fa7293ab-863f-495e-86f9-5328754436e9,Frontend Showcase: Marketing landing page with WebGL hero and 95+ Lig,Marketing landing page with WebGL hero and 95+ Lighthouse score. Personal/showcase project; full case-study available on request. Tech stack reflects core Frontend expertise.,2024-08-11,0
7dab5d24-c934-4320-a87c-84f8a1642c67,c5157062-d8fa-4c5a-a5ee-73402553f583,Devops Engagement — 2025,"Completed project: Set up Terraform modules for repeatable VPC, RDS, and IAM provisioning. Delivered for client engagement.",2025-02-07,1
8def465b-da02-491d-ae6b-75d04e32610d,c5157062-d8fa-4c5a-a5ee-73402553f583,Devops Showcase: On-call rotation with PagerDuty integration and ru,On-call rotation with PagerDuty integration and runbook automation. Personal/showcase project; full case-study available on request. Tech stack reflects core Devops expertise.,2024-07-12,0
db686d68-9c33-40d9-a847-4fe1788ed6bc,c5157062-d8fa-4c5a-a5ee-73402553f583,Devops Showcase: Implemented blue/green deploys with automated roll,Implemented blue/green deploys with automated rollback on failed health checks. Personal/showcase project; full case-study available on request. Tech stack reflects core Devops expertise.,2024-06-12,0
255a940d-1124-4b53-b8ad-095687aa5c7f,fb0a0bf2-f590-43d9-9548-01f80f531b75,"Devops Showcase: Set up Terraform modules for repeatable VPC, RDS, ","Set up Terraform modules for repeatable VPC, RDS, and IAM provisioning. Personal/showcase project; full case-study available on request. Tech stack reflects core Devops expertise.",2025-09-05,0
7029469b-9a7e-47fc-9f39-93e72586c346,fb0a0bf2-f590-43d9-9548-01f80f531b75,Devops Engagement — 2023,"Completed project: Set up Terraform modules for repeatable VPC, RDS, and IAM provisioning. Delivered for client engagement.",2023-03-20,1
255e7383-d3b4-4814-a8b6-3987f78e576c,fb0a0bf2-f590-43d9-9548-01f80f531b75,Devops Engagement — 2024,"Completed project: Centralised logging with Loki + Grafana, retention tuned for 30 days. Delivered for client engagement.",2024-04-13,1
66a190d0-edd6-4691-b04c-8a76df520925,fb0a0bf2-f590-43d9-9548-01f80f531b75,"Devops Showcase: Centralised logging with Loki + Grafana, retention","Centralised logging with Loki + Grafana, retention tuned for 30 days. Personal/showcase project; full case-study available on request. Tech stack reflects core Devops expertise.",2026-04-03,0
32cd3cce-3b49-42af-b851-4d8cc253287b,a63dc172-193a-4335-89fa-ff4c92bb16da,Blockchain Showcase: Cross-chain bridge between Ethereum and Polygon us,Cross-chain bridge between Ethereum and Polygon using lock-and-mint. Personal/showcase project; full case-study available on request. Tech stack reflects core Blockchain expertise.,2022-12-20,0
39d1c29d-c325-4a3e-819c-d3558521a9cb,a63dc172-193a-4335-89fa-ff4c92bb16da,Blockchain Engagement — 2025,Completed project: DAO governance module with weighted voting and on-chain proposal storage. Delivered for client engagement.,2025-01-08,1
5e054030-b346-44b5-b7de-9730185b80cf,a63dc172-193a-4335-89fa-ff4c92bb16da,Blockchain Engagement — 2022,Completed project: DEX router supporting Uniswap V3 and SushiSwap with slippage protection. Delivered for client engagement.,2022-09-21,1
add18f93-68d1-4e30-aada-4920c7bed7e6,e291b663-38ea-48e7-8eeb-92949b8844b7,Fullstack Engagement — 2023,"Completed project: Subscription analytics dashboard pulling from MRR, churn, and LTV metrics. Delivered for client engagement.",2023-04-19,1
716f029b-41b7-44f9-ba02-a6a4ac656c8f,115d2c86-3213-4123-af68-6c0af2ec693c,"Fullstack Showcase: Booking platform integrating Google Calendar, vide","Booking platform integrating Google Calendar, video calls, and SMS reminders. Personal/showcase project; full case-study available on request. Tech stack reflects core Fullstack expertise.",2025-12-04,0
d7c9cf75-9e15-4d71-a001-79faba9ad5f3,a754b077-ff0f-4cc6-b46a-608c153061aa,Ml Ai Showcase: Customer-support classifier reducing first-respons,Customer-support classifier reducing first-response time by 40%. Personal/showcase project; full case-study available on request. Tech stack reflects core Ml Ai expertise.,2024-02-13,0
